ACTSC432,ACTSC,432,UW,1,0,1,"STAT 330, 333",ACTSC 431,,,"Actsci Finance Option, Actuarial Science",Loss Models 2,"Credibility theory: limited fluctuation; Bayesian; Buhlmann; Buhlmann-Straub; empirical Bayes parameter estimation; statistical inference for loss models; maximum likelihood estimation; effect of policy modifications; model selection. [Offered: F,S]. Actuarial Science majors, Business/Math double degree, Mathematical Finance, Mathematics/Accounting Actuarial Science Option students only."
ACTSC433,ACTSC,433,UW,0,1,0,"ACTSC 331, STAT 330",,,,"Actsci Finance Option, Actuarial Science",Analysis of Survival Data,"The Mathematics of Survival Models, some examples of parametric survival models. Tabular survival models, estimates from complete and incomplete data samples. Parametric survival models, determining the optimal parameters. Maximum likelihood estimators, derivation and properties. Product limit estimators, Kaplan-Meier and Nelson-Aalen. Practical aspects. [Offered: W]. Actuarial Science majors, Business/Math double degree, Mathematical Finance, Mathematics/Accounting Actuarial Science Option students only."
ACTSC445,ACTSC,445,UW,1,0,1,"(AFM 372/ACTSC 391 or (ACTSC 231, 371) or (ACTSC 231, BU 393)), ((STAT 330, 333) or STAT 334)",,AFM 425,,"Actsci Finance Option, Actuarial Science, CFA Preparation, Math Fin. Interest, Mathematical Finance",Asset-Liability Management,"Duration analysis and immunization. Interest rate derivative securities and their application in asset-liability management. Stochastic approaches to risk management. [Offered: F,S]. ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars. Actuarial Sci majors, Bus/Math double deg, Math/Bus Fin Opt, Math/FARM, Math Finance, Math/Accounting Actsc or Finance Opt students."
ACTSC446,ACTSC,446,UW,1,1,0,"(AFM 372/ACTSC 391 or (ACTSC 231 and 371) or (ACTSC 231 and BU 393)), (STAT 333 or 334)",,"AFM 322, 474, BU 423, ECON 372, MATBUS 470",STAT 446,"Actsci Finance Option, Actuarial Science, CFA Preparation, Finance, Math Fin. Interest, Mathematical Finance, Statistics",Mathematical Models in Finance,"Mathematical techniques used to price and hedge derivative securities in modern finance. Modelling, analysis and computations for financial derivative products, including exotic options and swaps in all asset classes. Applications of derivatives in practice. [Offered: F,W]. ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars. Some prereqs are for ACTSC majors, Bus/Math dbl deg, Math/Bus Fin Opt, Math/FARM, Math Fin, Math/AcctActsc or Fin Option students only. , Stat stdts.  ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
ACTSC453,ACTSC,453,UW,1,1,0,ACTSC 331,,,,"Actsci Finance Option, Actuarial Science",Basic Pension Mathematics,"Theory and practice of pension plan funding. Assumptions, basic actuarial functions and population theory applied to private pensions. Concepts of normal costs, supplemental liability, unfunded liability arising from individual accrued benefit and projected benefit cost methods. Actuarial Science majors, Business/Math double degree, Mathematical Finance, Mathematics/Accounting Actuarial Science Option students only."
ACTSC455,ACTSC,455,UW,0,1,0,ACTSC 331,ACTSC/STAT 446,,,"Actsci Finance Option, Actuarial Science",Advanced Life Insurance Practice,"Cash flow projection methods for pricing, reserving and profit testing; deterministic, stochastic and stress testing; pricing and risk management of embedded options in insurance products; mortality and maturity guarantees for equity-linked life insurance. Grade in ACTSC 331 must be at least 60% to count as a prerequisite. Actuarial Science majors, Business/Math double degree, Mathematical Finance, Mathematics/Accounting Actuarial Science Option students only."
ACTSC462,ACTSC,462,UW,0,1,0,AFM 272/ACTSC 291 or ACTSC 231,,ACTSC 363,,"Actsci Finance Option, Actuarial Science",Introduction to Property and Casualty Pricing,"An introduction to property/casualty rate making. The economics of insurance. The ratemaking process. Individual risk rating. Reinsurance, expense issues. Pricing for deductibles and increased limits. Actuarial Science majors, Business/Math double degree, Mathematical Finance, Mathematics/Accounting Actuarial Science Option students only."
ACTSC463,ACTSC,463,UW,1,0,0,"(AFM 272/ACTSC 291 or ACTSC 231), (STAT 331 or 371 or 373)",ACTSC 431,ACTSC 363,,"Actsci Finance Option, Actuarial Science",Introduction to Property and Casualty Loss Reserving,"An introduction to property/casualty loss reserving techniques. Claim payment process. Chain-ladder methods. Stochastic models. Actuarial Science majors, Business/Math double degree, Mathematical Finance, Mathematics/Accounting Actuarial Science Option students only."
ACTSC471,ACTSC,471,UW,1,1,0,AFM 372/ACTSC 391 or ACTSC 372,,"AFM 373, 471, BU 463",AFM 476,"Actsci Finance Option, Actuarial Science",Advanced Corporate Finance,"This course covers various advanced topics in corporate finance, with emphasis on theories of corporate incentives and asymmetric information. Illustrative applications using cases are provided. Computing and Financial Management, Actuarial Science, Math Chartered Accountancy, Math/Financial Analysis & Risk Management Chartered Financial Analyst or Math/Business Finance Opt students."
AFM101,AFM,101,UW,1,1,1,,,"AFM 123, ARBU 102, BU 227",,,Introduction to Financial Accounting,"This course is an introduction to financial accounting. The preparation and use of financial statements is examined. The accounting cycle, assets and liabilities reporting, is discussed. Not open to students in Arts and Business, Environment and Business, Science and Business or Human Resources Management.  ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
AFM102,AFM,102,UW,0,1,1,AFM 101 or BU 227,,"AFM 123, ARBU 102, AFM 228, BU 247",,,Introduction to Managerial Accounting,"This course is an introduction to the preparation and use of accounting information for management decision-making and reporting. Cost behaviour, cost accumulation systems and short and long-term decision models are discussed. ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars.  ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
AFM121,AFM,121,UW,0,0,0,,,,,,Introduction to Global Financial Markets,This course describes the role of finance in the modern global economy and introduces some basic principles of financial decision-making. Accounting and Financial Management or Computing and Financial Management students only.
AFM123,AFM,123,UW,1,1,0,,,"AFM 101, 102, 121, BU 227, 247W",ARBUS 102,,Accounting Information for Managers,"This course is designed for non-accountants who will use accounting information for planning, control and decision making. Arts & Business, Environment & Business, Science & Business, Hon Rec & Leisure Studies, Hon Rec & Business, Hon Biotechnology/Economics, Human Resources Management, or Management Studies students.  ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
AFM131,AFM,131,UW,1,1,0,,,BU 111,ARBUS 101,,Introduction to Business in North America,"The functional areas of business: finance, personnel administration, production, marketing, and accounting are examined within differing organizational structures. Coverage also includes study of the principles of effective management and the financial system as a source of corporate capital. Also offered Online. Not open to Honours Arts and Business students.  ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
AFM201,AFM,201,UW,1,0,0,AFM 101,,,,,Introduction to Professional Practice,"This course discusses auditing and taxation concepts as they relate to professional accounting and management. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM202,AFM,202,UW,1,0,0,AFM 101,,"AFM 201, 203, 204",,,Introduction to Public Practice,"This course focuses on the knowledge and skills that enhance experiential learning during a first co-op work term. Topic areas include professional ethics, assurance, taxation, and leveraging technology for assurance and taxation competencies. Accounting and Financial Management, Mathematics Chartered Accountancy, or Science Biotechnology/Chartered Accountancy students only."
AFM203,AFM,203,UW,0,0,0,AFM 101,,"AFM 201, 202, 204",,,Introduction to Decision Support,"This course focuses on the knowledge and skills that enhance experiential learning during a first co-op work term while performing a decision support role within a public or private sector organization. Topic areas include professional ethics, performance analysis, corporate finance, and leveraging technology for performance analysis and corporate finance competencies. Accounting and Financial Management students only."
AFM204,AFM,204,UW,0,0,0,AFM 121,AFM 273,"AFM 201, 202, 203",,,Introduction to Applied Finance,"This course focuses on the basic knowledge and skills required for employment in the finance area during the first co-op work term. The course covers topics such as an overview of the financial services industry, the role of treasury management within organizations, professional ethics, and problem-solving skills that are applicable to financial decisions. Accounting and Financial Management students."
AFM211,AFM,211,UW,0,0,1,"AFM 101, 131, SPCOM 111",,,,,Connections to Business Context,"This course focuses on developing the qualities and transferable skills necessary for integration, continuous learning, and professional development. The course integrates an understanding of business, basic functional competencies, leadership, collaboration, and communication skills to address a range of business decisions. Accounting and Financial Management, Mathematics Chartered Accountancy, or Science Biotechnology/Chartered Accountancy students only."
AFM221,AFM,221,UW,0,0,0,,,ACTSC 231,,,Mathematics of Investment,"The theory of rates of interest and discount; annuities and sinking funds with practical applications to mortgage and bond questions. Yield rates. [Offered: F,W,S]. Level at least 2A. Not open to Actuarial Science students.  CIVE 292/392 is an antirequisite for Mathematics students."
AFM231,AFM,231,UW,0,1,1,,,"MTHEL 100, COMM 231, BU 231, CIVE 491, GENE 411, ME 401",,,Business Law,"Particular attention is given to the law relating to contracts and business organizations. Other areas of study include sources of law, the judicial process, real and personal property, torts, agency, credit, and negotiable instruments.   ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
AFM241,AFM,241,UW,0,0,1,AFM 102,,"CS 330, 480, 490",,,Introduction to Business Information Technology,"This course considers various aspects of information from a business and problem-solving perspective. It is intended to provide a basic foundation for understanding the potential benefits and problems in utilizing information technology to improve business performance, and an appreciation for a wide range of technology choices available, rather than a detailed understanding of any particular hardware or software technology. Accounting and Financial Management, Science Biotechnology/Chartered Accountancy students only."
AFM271,AFM,271,UW,0,0,1,"One of STAT 211, 230, 240, ECON 221",,"ACTSC 291, AFM 272, ACTSC 371, ECON 371",AFM 273,,Managerial Finance 1,"This is the first in a two-course sequence that introduces the theory of financial decision-making within firms. Topics include capital budgeting, cost of capital, security issuance, capital structure, payout policy and dividends, short term finance, and risk management, among others. [Note: Formerly AFM 271]. Accounting and Financial Management, Science Biotechnology/Chartered Accountancy."
AFM272,AFM,272,UW,0,0,1,"MATH 136 or 146, 138 or 148",,"AFM 271, 273, ACTSC 371, ECON 371",ACTSC 291,,Corporate Finance 1,"This is the first in a two-course sequence that deals with corporate financial decision-making. Topics may include time value of money, capital budgeting, cost of capital, security issuance, capital structure, payout policy and dividends, short term finance, and risk management. Where suitable, topics are treated from a mathematical and quantitative perspective. Accounting & Financial Management, Computing & Financial Management, Mathematics/Accounting or Science Biotechnology/Chartered Accountancy students."
AFM273,AFM,273,UW,0,0,0,STAT 211,,"AFM 272, ACTSC 291, ACTSC 371, ECON 371",AFM 271,,Managerial Finance 1,"This is the first in a two-course sequence that introduces the theory of financial decision-making within firms. Topics include capital budgeting, cost of capital, security issuance, capital structure, payout policy and dividends, short term finance, and risk management, among others. [Note: Formerly AFM 271]. Accounting and Financial Management or Science Biotechnology/Chartered Accountancy student only."
AFM274,AFM,274,UW,0,0,0,AFM 273,,"ACTSC 372, ACTSC 391, AFM 372, ECON 371",AFM 371,,Managerial Finance 2,This course is a continuation of AFM 273. Topics to be explored are covered under the listing for AFM 273. [Note: Formerly AFM 371]. Account and Financial Management or Science Biotechnology/Chartered Accountancy students only.
AFM280,AFM,280,UW,0,0,1,,,"MSCI 211, PSYCH 338",,,Introduction to Organizational Behaviour,"An introduction to the concepts concerning the behaviour of individuals and groups in organizations. Topics may include motivation; influence; communication; diversity; goal-setting and incentive compensation; culture and ethical systems; and decision-making. Accounting and Financial Management, Computing and Financial Management, or Mathematics Chartered Accountancy students only."
AFM291,AFM,291,UW,1,0,0,AFM 102,,,,,Intermediate Financial Accounting 1,"A first course in intermediate accounting dealing with the theory and practice of financial statement preparation and reporting. The emphasis will be on asset valuation and the related impact on income measurement. Accounting and Financial Management, Computing and Financial Management, Science/Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM311,AFM,311,UW,0,0,1,AFM 211,,AFM 431,,,Connections to Ethical Context,"This course focuses on developing the qualities and transferable skills necessary for integration, continuous learning, and professional development. The course is oriented around the ethical and moral issues faced by accounting and finance professionals."
AFM321,AFM,321,UW,0,0,0,AFM 274/371 or AFM 372/ACTSC 391,,,,,Personal Financial Planning,"This course covers financial planning for individual investors, with particular emphasis on taxation and other institutional aspects governing decisions such as, retirement savings, education savings, and estate planning."
AFM322,AFM,322,UW,0,0,0,AFM 274/371 or AFM 372/ACTSC 391,,"ACTSC 446, ECON 372, STAT 446",AFM 474,,Derivatives and Securities,"Introduction to valuation and applications of financial derivatives such as options, futures, forwards, and swaps. [Note: Formerly AFM 474]."
AFM323,AFM,323,UW,0,0,0,AFM 274/371,,"ECON 321, STAT 373",,,Quantitative Foundations for Finance,"This course introduces analytical and statistical methods commonly used in finance, with applications to investment management and corporate finance."
AFM331,AFM,331,UW,0,0,1,(AFM 271/273 or AFM 272/ACTSC 291) and AFM 291,,,AFM 433,,Business Strategy,"This course focuses on strategic management of the total enterprise. Managers contribute to the organization through their analytical and leadership capabilities as well as their technical expertise. The course provides a framework for developing and implementing strategy that fits the firm's environment, managerial values, and organization. [Note: Formerly AFM 331]. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM332,AFM,332,UW,0,1,0,"(AFM 101, 102) or AFM 123, AFM 231",,,,,"Accounting, Assurance and the Law","This course examines the inter-relationship between legal and accounting environments. Students will be introduced to concepts of corporate governance and malfeasance and will examine a range of issues including the relationship between accounting and internal control, the roles of internal and external audits, and the regulatory environment of business including the obligations of boards, officers, managers and shareholders. Not open to students in Accounting and Financial Management, Mathematics Chartered Accountancy, Honours Science Biotechnology Chartered Accountancy."
AFM333,AFM,333,UW,1,0,0,AFM 131/ARBUS 101,,,ARBUS 301,,International Business,"This course examines the opportunities, risks, and challenges faced by businesses in international markets, as well as the preparation required to operate them. Level at least 3A."
AFM341,AFM,341,UW,0,0,1,AFM 241,,CS 432,,,Accounting Information Systems,"Examines the planning, requirements analysis, acquisition, and evaluation of information systems, with an emphasis on accounting information systems. Introduces information systems assurance concepts, and considers the role of information technology in the improvement of business performance. Accounting and Financial Management, Science Biotechnology/Chartered Accountancy students only."
AFM351,AFM,351,UW,0,0,1,AFM 391,,,AFM 451,,Audit Strategy,"An examination of elements of audit strategy and their interrelationships, including financial assertions, types and sources of audit assurance, and evidence-gathering procedures within a framework of professional judgment. [Note: Formerly AFM 451]. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM352,AFM,352,UW,0,0,0,AFM 391,,,AFM 452,,Comprehensive/Operational Auditing,"Examination of the value for money audit concept in the private and public sectors. This approach goes beyond the scope of the traditional financial audit and looks at all facets of the organization, including human resource management. [Note: Formerly AFM 452]. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM361,AFM,361,UW,0,0,1,AFM 201,,,,,Taxation 1,"A continuation of AFM 201 with application emphasis on business income, capital gains and calculation of corporate tax fact and problem situations. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM362,AFM,362,UW,1,0,0,,,AFM 361,,,Taxation 1 for Accountants,"This course is an introduction to taxation concepts with application emphasis on the taxation of individuals. Accounting and Financial Management, Computing and Financial Management, Mathematics Chartered Accountancy, or Science Biotechnology/Chartered Accountancy students only."
AFM363,AFM,363,UW,0,0,1,AFM 362,,AFM 361,,,Taxation 2 for Accountants,"A second course introducing taxation concepts with application emphasis on the taxation of corporations. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Chartered Accountancy students only."
AFM371,AFM,371,UW,1,1,0,AFM 271/273,,"ACTSC 372, ACTSC 391, AFM 372",AFM 274,,Managerial Finance 2,"This course is a continuation of AFM 273. Topics to be explored are covered under the listing for AFM 273. [Note: Formerly AFM 371]. Accounting and Financial Management, Arts Accounting, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM372,AFM,372,UW,1,1,0,AFM 272/ACTSC 291,,"AFM 274, 371, ACTSC 372, ECON 371",ACTSC 391,"Actsci Finance Option, Actuarial Science",Corporate Finance 2,"This course is a continuation of AFM 272/ACTSC 291. Topics to be explored are covered under the listing for AFM 272/ACTSC 291. Computing & Financial Management, Mathematics Chartered Accountancy students only."
AFM373,AFM,373,UW,0,0,0,AFM 274/371 or AFM 372/ACTSC 391,,"AFM 476, ACTSC 471",AFM 471,,Cases and Applications in Corporate Finance,"This course builds on the theory of financial management using cases to illustrate a variety of corporate financial decisions. [Note: Formerly AFM 471]. Accounting and Financial Management, Computing and Financial Management or Science Biotechnology/Chartered Accounting students only."
AFM382,AFM,382,UW,0,0,1,AFM 102,,,AFM 482,,Performance Measurement and Organization Control,"This course will trace the evolution of the role of performance measurement systems in supporting areas of organization control. Topics will include the role of both financial and nonfinancial performance measures in: the DuPont method of control, the Harvard model of control, internal control, contemporary approaches to governance, and strategic management systems. After completing this course students will be able to evaluate the nature and suitability of a proposed performance measurement system given its design and purpose. [Note: Formerly AFM 482]. Accounting and Financial Management, Computing and Financial Management, Mathematics Chartered Accountancy, Science Biotechnology/Chartered Accountancy students only."
AFM391,AFM,391,UW,1,1,0,AFM 291,,,,,Intermediate Financial Accounting 2,"This is an intermediate financial accounting course that deals with problems related to the measurement of liabilities, measurement of income, and the reporting and measuring of corporate equities. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM401,AFM,401,UW,1,0,0,AFM 391 or AFM 491,,,,,Accounting Theory,"A review of accounting theory as a background for applying underlying concepts to current accounting problems. Emphasis is on current literature, with a major term paper required. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM411,AFM,411,UW,1,0,0,"AFM 311, 363, 382/482, 491",,,,,Connections Across Competencies for Accounting Professionals,"This course focuses on developing the qualities and transferable skills necessary for integration, continuous learning, and professional development. The course adds the dimension of integration across the functional competencies required by students pursuing a professional accounting designation."
AFM412,AFM,412,UW,0,0,0,AFM 311,,,,,Connections Across Competencies for Finance Professionals,"This course focuses on developing the qualities and transferable skills necessary for integration, continuous learning, and professional development. The course adds the dimension of integration across the functional competencies required by students pursuing a career as a finance professional. Accounting and Financial Management students only."
AFM415,AFM,415,UW,1,0,0,,,,,,Special Topics,A course offered from time-to-time on a significant accounting and financial management issue. Instructor Consent Required.
AFM416,AFM,416,UW,0,0,0,,,,,,Special Topics in Finance,A course offered from time-to-time on a significant finance issue. Instructor Consent Required.
AFM417,AFM,417,UW,0,0,0,,,,,,Special Topics in Accounting,A course offered from time-to-time on a significant accounting issue. Instructor Consent Required.
AFM422,AFM,422,UW,0,0,0,"AFM 322/474, AFM 323 or STAT 373",,,,,Management of Financial Institutions,"This course studies the measurement and control of market, credit, and operational risks faced by financial institutions, with particular emphasis on the international regulatory framework."
AFM423,AFM,423,UW,0,0,0,AFM 323 or STAT 373,,,ECON 405,,Topics in Financial Econometrics,"This course is one of the topic courses in Econometrics. The course will focus on both the Econometric theory and applications in Economics and Finance. Topics may include several main components, such as regression theory (linear/non-linear regression models, multivariate regressions), estimation methodology (OLS, MLE, GMM, WLS/GLS, Monte Carlo simulations), and time series analysis/financial modelling (stochastic process, general ARMA process, autoregressive conditional heterskedasticity model, stochastic volatility model, high frequency data analysis, nonstationarity for time series and co-integration, continuous time stochastic process)."
AFM424,AFM,424,UW,0,0,0,"One of AFM 274/371, AFM 372/ACTSC 391, ACTSC 372, ECON 371",,BU 473,AFM 472,,Equity Investments,"This course addresses principles of equity investments, including risk and return relationships, fundamental analysis of equities based on macroeconomic, industry, and company-specific factors, financial statement analysis, and technical analysis. Portfolio allocation, performance measurement, and ethical and professional standards in the investment profession are also covered. [Note: Formerly AFM 472].   ""BU"" courses are designated as ""BUS"" on the UW Academic Calendars."
AFM425,AFM,425,UW,0,0,0,AFM 274/371 or AFM 372/ACTSC 391,,ACTSC 445,AFM 475,,Fixed Income Securities,"Introduction to various aspects of fixed income investments, including valuation, risk management, portfolio management, interest rate models, interest rate derivatives, and institutional features of bond markets. [Note: Formerly AFM 475]."
AFM431,AFM,431,UW,1,1,1,,,"PHIL 215, ARBUS 202",,,Professional Ethics for Financial Managers,"The study of ethical and moral issues that arise in professional lives of accountants and financial managers. Accounting and Financial Management, Computing and Financial Management, Mathematics Accounting students only."
AFM432,AFM,432,UW,0,0,0,,,,,,Legal Environment and Corporate Governance,"This course will examine legal issues specific to the operation of corporations, addressing topics such as criminal and/or civil legal obligations relating to the regulation of securities, corporate mergers and acquisitions, secured transactions in company financing, and corporate governance matters including internal corporate operations, and directors' and executive officers' legal obligations. Accounting and Financial Management or Computing and Financial Management students only."
AFM433,AFM,433,UW,1,0,0,(AFM 274/371 or AFM 272/ACTSC 291) and AFM 291,,,AFM 331,,Business Strategy,"This course focuses on strategic management of the total enterprise. Managers contribute to the organization through their analytical and leadership capabilities as well as their technical expertise. The course provides a framework for developing and implementing strategy that fits the firm's environment, managerial values, and organization. [Note: Formerly AFM 331]. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Chartered Accountancy students only."
AFM434,AFM,434,UW,0,0,0,AFM 331/433,,,,,Governance and Enterprise Risk Management for Global Organizations,"This course is an introduction to governance and enterprise risk management challenges faced by global organizations. Topic areas include governance; organization and management systems; and enterprise risk management approaches and techniques. Accounting and Financial Management, Mathematics Chartered Accountancy or Science Biotechnology/Chartered Accountancy students only."
AFM442,AFM,442,UW,0,0,0,"One of AFM 241, CS 330 or 490",,,,,E-business: Enterprise Systems,"This course examines the role of integrated company-wide information systems in improving organizational performances. The course will focus on the selection, acquisition, and implementation of these systems, including consideration of business process alignment, change management, and development of business cases to support their acquisition. The role of enterprise systems in inter-organizational systems and e-commerce will also be considered. The course will make use of case studies as well as examine selected current enterprise software. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Chartered Accountancy students only."
AFM443,AFM,443,UW,0,0,0,"One of AFM 241, CS 330 or 490",,,,,E-business: Introduction to Electronic Commerce,"This course examines key topics in electronic commerce such as the structure of the Internet, basic e-commerce processes and technologies (web site, catalogs, customer attraction, ordering processes, payment processes, and fulfillment processes), control issues (availability, security, integrity and maintainability), business-to-consumer models, business-to-business models, business-to-employee models, e-business strategies, integration of e-commerce activities into other business operations, performance measurement, legal and regulatory issues, and assurance services. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Chartered Accountancy students only."
AFM451,AFM,451,UW,1,1,0,AFM 391,,,AFM 351,,Audit Strategy,"An examination of elements of audit strategy and their interrelationships, including financial assertions, types and sources of audit assurance, and evidence-gathering procedures within a framework of professional judgment. [Note: Formerly AFM 451]. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
AFM452,AFM,452,UW,1,0,0,AFM 391,,,AFM 352,,Comprehensive/Operational Auditing,"Examination of the value for money audit concept in the private and public sectors. This approach goes beyond the scope of the traditional financial audit and looks at all facets of the organization, including human resource management. [Note: Formerly AFM 452]. Accounting and Financial Management, Computing and Financial Management, Science Biotechnology/Chartered Accountancy or Mathematics Accounting students only."
